algorithm,algorithm_version,suite,suite_version,dimension,function_set,n_runs,pairing_design,seed_policy,seed_schedule_path,max_fes,stopping_rule,parameter_file,boundary_handling,evidence_release_id,raw_path,raw_checksum,source_type,environment_id,fp_sentinel,commit_sha,completeness,comparability_status,notes,function_set_hash
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),13,F14,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011_D13.csv,sha256:67d567478cc81a8f1f17735768414e99b73bc30d570afd06c3af614c80df8af0,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D13)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,8527a891e2241369
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),15,F15,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011_D15.csv,sha256:6235d53f2cf3274535524642efeacdff05ed20134bd9740edd4f6595fe249088,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D15)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,e629fa6598d73276
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),20,F7,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011_D20.csv,sha256:e6f01a12191000174484d7782027ee6bc8da97c85db35e2414748769bcc11081,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D20)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,7902699be42c8a8e
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),22,F22,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011_D22.csv,sha256:3f96a7e47dbdfa90fbb5963f96b697275291d515a759bfba69f422a825d1c3a1,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D22)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,785f3ec7eb32f30b
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),26,F21,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011_D26.csv,sha256:8180ff731a5177db39e4929cecea7ceed6d392f7eb8ecd7c960179f3da1cfc9f,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D26)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,6f4b6612125fb3a0
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),30,F2 F5 F6,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011_D30.csv,sha256:8b2129fe7b558da5b0513a1bf2d98b40b007690f8a0958c79c61b3684fa21e30,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:3problems(D30)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,8b0c13a8001ea720
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),40,F16,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011_D40.csv,sha256:ba0f6a0acea892102295bc706498965f5981eb377bb75f54ad253d628b0f8ccf,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D40)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,b17ef6d19c7a5b1e
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),96,F18 F19 F20,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011_D96.csv,sha256:c3c75bc40794ce326634afd00e855a3494172181cd2a514f1ee69627c7b55ffc,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:3problems(D96)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,ec33daf5c3c3999f
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),120,F11,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011_D120.csv,sha256:0cc3ea3bff313b15d15e36679de475b8f87d32470cbeb43832b708e9082de9f8,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D120)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,4fc82b26aecb47d2
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),126,F9,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011_D126.csv,sha256:d91be26ab8aa007fdbe9f4aa3223226b23929d8d27e32c909f44bf2b896e7db9,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D126)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,19581e27de7ced00
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),140,F17,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011_D140.csv,sha256:8ca824facf71b56e78a28d7df64dfb4a237bc4ca6352c52037914f557ac4a409,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D140)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,4523540f1504cd17
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),240,F12,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011_D240.csv,sha256:ef92138aa160dddf868b65400ec9e4c49f2dd1b8999fc5661aa54ddcabc36e22,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D240)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,6b51d431df5d7f14
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),native(all),F1 F2 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 F13 F14 F15 F16 F17 F18 F19 F20 F21 F22,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011.csv,sha256:efb8fb6de97274716a54f5b48103c285cc8fca1798865ceac5e920ecac12a9f5,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,rollup:22problems x25runs=550rows,pending-task8(A-D classification),suite rollup summary across all native dims,3deaedaf2fa9d19b
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),1,F3 F4,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011_D1.csv,sha256:00b4f7f46fef507ea6a98f89229bfb928f2842a2c8980bb5039c85b010a8a445,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:2problems(D1)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,5cc3ec012284b76c
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),6,F1 F13,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011_D6.csv,sha256:ec44ff7c9ef2f74e870d32171e3f3c54a16e15f82b6053c06b00759ee46c8326,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:2problems(D6)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,30af9585eca8901c
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),7,F8,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011_D7.csv,sha256:1f8086e84da4050b1242bea8b737df8d96f741ec54cd958a25f1785691a7adb4,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D7)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,2c624232cdd22177
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),12,F10,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011_D12.csv,sha256:eb3297795889535ac158b384ca9f84b13d287acf6aeffb59d94b39cb3e2573f8,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D12)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,4a44dc15364204a8
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),13,F14,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011_D13.csv,sha256:8786e177acbedd612b5fec4a401698d69d7072380ef42a9388e6a8aed3a7b2df,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D13)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,8527a891e2241369
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),15,F15,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011_D15.csv,sha256:937fe78f6ae9bf65346b07aed0f9ed870e35ed929b5d8fef8c744b7f16fcfd4d,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D15)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,e629fa6598d73276
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),20,F7,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011_D20.csv,sha256:75b2d40b919a57815088b41bc4b3227af3992b34f14314d5dee64f0ea94e253f,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D20)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,7902699be42c8a8e
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),22,F22,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011_D22.csv,sha256:4cc58e8d37041846641521d610416ce5210cd0b20d4ef4d998d821491d3bde32,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D22)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,785f3ec7eb32f30b
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),26,F21,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011_D26.csv,sha256:2c8015d90463756767cdffe3298cdef2738fba264285341502a0daf4d3d3247a,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D26)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,6f4b6612125fb3a0
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),30,F2 F5 F6,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011_D30.csv,sha256:c2e70a13456f80c716b43f67c72f3c9f183c98990bcb39370b9deddc447e8b87,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:3problems(D30)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,8b0c13a8001ea720
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),40,F16,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011_D40.csv,sha256:3470d9236da77879670c9258e2e51a9e5f694328f6b28c132afaef0f61aa361e,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D40)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,b17ef6d19c7a5b1e
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),96,F18 F19 F20,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011_D96.csv,sha256:608359046897afecb800b924e373bee937eb839db52df13d3337d242a9deee0c,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:3problems(D96)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,ec33daf5c3c3999f
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),120,F11,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011_D120.csv,sha256:3b62f8e4486d52d9af4db8d440ab38cb8c92fadc2fb514a746d1d90c1127e5e7,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D120)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,4fc82b26aecb47d2
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),126,F9,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011_D126.csv,sha256:47f5209f4c51103b647b157cd8947fdc8f854a4891ccd0dc513e9f7ad2d47047,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D126)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,19581e27de7ced00
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),140,F17,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011_D140.csv,sha256:9c23131a317fe55bb4b9f21555ec518861877650acbca71631875b5922da9f3e,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D140)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,4523540f1504cd17
