file,in_build,start_line,section,scientific_paragraph,claim_ids_anchored,bind_tokens,numbers_found,non_protocol_numbers,binding_status,excerpt
sections/related_work.tex,yes,292,Positioning of \dtgsk{,yes,MT-03; MT-06,EC:mohamed2020agsk; EC:apgsk2021; EC:fdbagsk2023; EC:jawad2024egsk; EC:alfadli2025atmals; MT-03 (NLPSR non-novelty wording); MT-06 (lineage),20; 1000; 10; 10; 20,20; 1000; 20,BOUND,"Third, \emph{regime-limited adaptation evidence}. \agsk{}'s and \apgsk{}'s adaptive machinery was evaluated on CEC2020 a"
sections/related_work.tex,yes,315,Positioning of \dtgsk{,yes,MT-01,phase_04/thesis.md §2 (bounded gap statement); MT-01 (frozen contribution wording),50; 100,,BOUND,"The bounded gap is therefore: \emph{within the GSK operator style, exploit the interaction structure of the moves the ru"
supplementary.tex,yes,1,(preamble),no,,,,,NO_NUMBERS,"\documentclass[algorithms,article,submit,moreauthors,pdftex]{Definitions/mdpi}"
supplementary.tex,yes,9,(preamble),yes,,,1; 1; 5; 2026; 2026,,"ADMIN_PLACEHOLDER (AG-0002/front-matter, not scientific)",\firstpage{1} \makeatletter \setcounter{page}{\@firstpage} \makeatother \pubvolume{xx} \issuenum{1} \articlenumber{5} \p
supplementary.tex,yes,21,(preamble),no,,,,,NO_NUMBERS,"\let\linenumbers\relax \usepackage{amssymb} \usepackage[ruled,vlined,linesnumbered]{algorithm2e} \SetAlgoSkip{smallskip}"
supplementary.tex,yes,50,(preamble),yes,,,1; 1,,PROTOCOL_OR_STRUCTURAL,\newcommand{\dtgsk}{DT-GSK} \newcommand{\sgsm}{ISM} \newcommand{\atmals}{ATMALS-GSK} \newcommand{\agsk}{AGSK} \newcomman
supplementary.tex,yes,67,(preamble),yes,,,0.94; 2,0.94,UNBOUND_NUMBER,\definecolor{zebragray}{gray}{0.94} \newcommand{\zebra}{\rowcolors{2}{zebragray}{white}}
supplementary.tex,yes,72,(preamble),no,,,,,NO_NUMBERS,"\sisetup{   table-format=1.2e+2,   round-mode=places,   round-precision=2,   scientific-notation=true,   exponent-produc"
supplementary.tex,yes,81,(preamble),no,,,,,NO_NUMBERS,\Title{Supplementary Material for: DT-GSK: Dimension-Tiered Adaptive Configuration Selection and Deterministic Refinemen
supplementary.tex,yes,87,(preamble),yes,,,0009; 0000; 0000,0009; 0000; 0000,"ADMIN_PLACEHOLDER (AG-0002/front-matter, not scientific)",\newcommand{\orcidauthorA}{0009-0003-8415-2158} \newcommand{\orcidauthorB}{0000-0003-0387-5876} \newcommand{\orcidauthor
supplementary.tex,yes,96,(preamble),yes,,,1; 1; 1,,PROTOCOL_OR_STRUCTURAL,"\Author{Mostafa Elsayed Masoud $^{1,}$*, Heba Sayed Mohamed Roshdy $^{1}$ and Ali Wagdy Mohamed $^{1}$}"
supplementary.tex,yes,99,(preamble),no,,,,,NO_NUMBERS,"\AuthorNames{Mostafa Elsayed Masoud, Heba Sayed Mohamed Roshdy, Ali Wagdy Mohamed}"
supplementary.tex,yes,102,(preamble),yes,,,1; 12613; 0009; 0000; 0000,12613; 0009; 0000; 0000,UNBOUND_NUMBER,"\address{ $^{1}$ \quad Operations Research Department, Faculty of Graduate Studies for Statistical Research, Cairo Unive"
supplementary.tex,yes,116,(preamble),no,,,,,NO_NUMBERS,\corres{Correspondence: moustafa.masoud@gmail.com}
supplementary.tex,yes,119,(preamble),yes,,,,,NO_NUMBERS,\abstract{ This Supplementary Material accompanies the main paper on Dimension-Tiered Gaining-Sharing Knowledge (\dtgsk{
supplementary.tex,yes,147,(preamble),no,,,,,NO_NUMBERS,\keyword{ metaheuristic optimization; gaining-sharing knowledge; dimension-tiered adaptive configuration selection; dete
supplementary.tex,yes,160,(preamble),no,,,,,NO_NUMBERS,\begin{document}
supplementary.tex,yes,163,(preamble),no,,,,,NO_NUMBERS,\renewcommand{\thesection}{S\arabic{section}} \renewcommand{\thesubsection}{S\arabic{section}.\arabic{subsection}} \rene
supplementary.tex,yes,171,(preamble),yes,PR-01; PR-02; PR-03; PR-04; PR-05; RS-12; RS-13,PR-01; PR-04; PR-02; PR-04; PR-03; AN-PW-2013-D10..D50 (n=28; 51 runs; seed_and_pairing_audit.md: 4; 284 = 3 x 28 x 51 schedule rows); RS-12; addendum Section 2 (Section~S8); RS-13; addendum Section 2 (Section~S7); PR-05; addendum Section 2; addendum Section 8 (absolute pooling prohibition); AN-PW-2017-D10..D100 protocol constants (captions_registry.md conventions block); AN-OMNI-2017-D10..D100,"29; 10; 30; 50; 100; 51; 10; 4; 22; 25; 150,000; 28; 10; 30; 50; 51; 10; 4; 10; 5; 10; 15; 20; 5; 38; 30; 5; 10; 4; 10; 6; 3; 10; 6; 10; 7; 5; 10; 15; 20; 15; 1000; 905; 25; 3; 10; 6; 10; 51; 25; 51; 30; 25; 0.05; 10","25; 150,000; 15; 20; 38; 15; 20; 15; 1000; 905; 25; 25; 25",BOUND,\noindent This Supplementary Material is organized so that the main paper remains auditable without it: the headline com
supplementary.tex,yes,234,Complete CEC2017 Per-Function Panel Tables,yes,,,29,,PROTOCOL_OR_STRUCTURAL,Table~\ref{tab:cec2017-functions} lists the 29 scored CEC2017 functions with their class in the suite taxonomy and their
supplementary.tex,yes,239,Complete CEC2017 Per-Function Panel Tables,yes,,generated by papers/scripts/generate_function_inventory.py from the,29,,BOUND,\begin{table}[H] \caption{CEC2017 scored-function inventory: class and known optimal value $f^{*}$ for each of the 29 sc
supplementary.tex,yes,254,Complete CEC2017 Per-Function Panel Tables,yes,,TAB-T07; TAB-T08; TAB-T09; TAB-T10 (AN-DESC-2017-D10..D100),51; 29; 4,,BOUND,Tables~\ref{tab:cec2017-d10}--\ref{tab:cec2017-d100} give the complete seven-algorithm per-function record on CEC2017: m
supplementary.tex,yes,263,Complete CEC2017 Per-Function Panel Tables,yes,,APGSK-GAP (captions_registry.md; seed_and_pairing_audit.md anomaly A1),10; 30; 50; 100,,BOUND,"One disclosed evidence limitation applies to the \apgsk{} column at $D = 10$, $30$, and $50$: at the analysis freeze the"
supplementary.tex,yes,276,Complete CEC2017 Per-Function Panel Tables,yes,,TAB-T07 (AN-DESC-2017-D10); APGSK-GAP,10; 51; 7; 29; 10,,BOUND,\begin{table}[p] \caption{CEC2017 at $D = 10$: mean $\pm$ SD of the final error over 51 runs for all 7 GSK-family algori
supplementary.tex,yes,291,Complete CEC2017 Per-Function Panel Tables,yes,,TAB-T08 (AN-DESC-2017-D30); APGSK-GAP,30; 51; 7; 29; 10,,BOUND,\begin{table}[p] \caption{CEC2017 at $D = 30$: mean $\pm$ SD of the final error over 51 runs for all 7 GSK-family algori
supplementary.tex,yes,306,Complete CEC2017 Per-Function Panel Tables,yes,,TAB-T09 (AN-DESC-2017-D50); APGSK-GAP,50; 51; 7; 29; 10,,BOUND,\begin{table}[p] \caption{CEC2017 at $D = 50$: mean $\pm$ SD of the final error over 51 runs for all 7 GSK-family algori
supplementary.tex,yes,321,Complete CEC2017 Per-Function Panel Tables,yes,,TAB-T10 (AN-DESC-2017-D100),100; 51; 7; 29; 10,,BOUND,\begin{table}[p] \caption{CEC2017 at $D = 100$: mean $\pm$ SD of the final error over 51 runs for all 7 GSK-family algor
supplementary.tex,yes,338,CEC2017 Head-to-Head Detail: \dtgsk{,yes,,TAB-T02; TAB-T03; TAB-T04; TAB-T05 (AN-DESC-2017-D10..D100),51,,BOUND,Tables~\ref{tab:h2h_d10}--\ref{tab:h2h_d100} report the five-statistic head-to-head detail between \dtgsk{} and the orig
supplementary.tex,yes,349,CEC2017 Head-to-Head Detail: \dtgsk{,yes,,TAB-T02 (AN-DESC-2017-D10),10; 29; 51; 10,,BOUND,"\begin{table}[p] \caption{CEC2017 at $D = 10$ (29 functions, 51 runs): best / median / worst / mean / SD of the final er"
supplementary.tex,yes,360,CEC2017 Head-to-Head Detail: \dtgsk{,yes,,TAB-T03 (AN-DESC-2017-D30),30; 29; 51; 10,,BOUND,"\begin{table}[p] \caption{CEC2017 at $D = 30$ (29 functions, 51 runs): best / median / worst / mean / SD of the final er"
supplementary.tex,yes,371,CEC2017 Head-to-Head Detail: \dtgsk{,yes,,TAB-T04 (AN-DESC-2017-D50),50; 29; 51; 10,,BOUND,"\begin{table}[p] \caption{CEC2017 at $D = 50$ (29 functions, 51 runs): best / median / worst / mean / SD of the final er"
supplementary.tex,yes,382,CEC2017 Head-to-Head Detail: \dtgsk{,yes,,TAB-T05 (AN-DESC-2017-D100),100; 29; 51; 10,,BOUND,"\begin{table}[p] \caption{CEC2017 at $D = 100$ (29 functions, 51 runs): best / median / worst / mean / SD of the final e"
supplementary.tex,yes,395,CEC2011 Detail,yes,RS-10,TAB-T06 (AN-PW-2011-NATIVE); TAB-T06 (AN-PW-2011-NATIVE; p_holm row); CEC2011-EGSK-LOSS (AN-PW-2011-NATIVE; egsk row p_holm=4.244817e-02); RS-10,22; 25; 0.05; 22; 4.2; 10,25; 4.2,BOUND,Table~\ref{tab:cec2011-stats} summarizes the across-problem Wilcoxon signed-rank comparison between \dtgsk{} and GSK on 
supplementary.tex,yes,413,CEC2011 Detail,yes,,TAB-T06 (AN-PW-2011-NATIVE); CEC2011-EGSK-LOSS,22; 25; 10; 0.05; 4.2; 10,25; 4.2,BOUND,"\begin{table}[H] \caption{Across-problem Wilcoxon signed-rank summary, \dtgsk{} vs.\ GSK on CEC2011 ($n = 22$ problems, "
supplementary.tex,yes,427,CEC2011 Detail,no,,,,,NO_NUMBERS,The per-problem five-statistic detail behind that summary --- relocated here from the main text so the main paper carrie
supplementary.tex,yes,431,CEC2011 Detail,yes,,TAB-T01 (validated; relocated from main text; M028 density); captions_registry TAB-T01 [CEC2011-EGSK-LOSS],"22; 25; 150,000; 22; 4.2; 10","25; 150,000; 4.2",BOUND,"\begin{table}[p] \caption{CEC2011 real-world suite (22 problems, native dimensions, 25 runs, $\mathrm{MaxFES} = 150{,}00"
supplementary.tex,yes,448,CEC2013 Second Comparison Suite Detail,yes,PR-03,TAB-T11; TAB-T12; TAB-T13; TAB-T14 (AN-PW-2013-D10..D50); PR-03; CEC2013-D30-THIRD (AN-OMNI-2013-D30; friedman_ranks_cec2013_D30.csv: dt-gsk 3.375000; egsk 3.071429; atmals-gsk 3.339286),28; 51; 10; 30; 50; 30; 30; 3.38; 3.07; 3.34,3.38; 3.07; 3.34,BOUND,Tables~\ref{tab:cec2013-d10}--\ref{tab:cec2013-d50} report the five-statistic head-to-head detail between \dtgsk{} and G
supplementary.tex,yes,463,CEC2013 Second Comparison Suite Detail,yes,,TAB-T11 (descriptive-export cec2013 D10),10; 28; 51,,BOUND,"\begin{table}[p] \caption{CEC2013 second comparison suite at $D = 10$ (28 functions, 51 runs): best / median / worst / m"
supplementary.tex,yes,474,CEC2013 Second Comparison Suite Detail,yes,,TAB-T12 (descriptive-export cec2013 D30); CEC2013-D30-THIRD (AN-OMNI-2013-D30),30; 28; 51; 3.38; 3.07; 3.34,3.38; 3.07; 3.34,BOUND,"\begin{table}[p] \caption{CEC2013 second comparison suite at $D = 30$ (28 functions, 51 runs): best / median / worst / m"
supplementary.tex,yes,486,CEC2013 Second Comparison Suite Detail,yes,,TAB-T13 (descriptive-export cec2013 D50),50; 28; 51,,BOUND,"\begin{table}[p] \caption{CEC2013 second comparison suite at $D = 50$ (28 functions, 51 runs): best / median / worst / m"
supplementary.tex,yes,496,CEC2013 Second Comparison Suite Detail,yes,,TAB-T14 (AN-PW-2013-D10; AN-PW-2013-D30; AN-PW-2013-D50); CEC2013-D30-THIRD,28; 51; 10; 0.05; 30,,BOUND,"\begin{table}[H] \caption{Across-function Wilcoxon signed-rank summary, \dtgsk{} vs.\ GSK on the CEC2013 second comparis"
supplementary.tex,yes,510,CEC2013 Second Comparison Suite Detail,yes,,AN-PW-2013-D10; AN-PW-2013-D30; AN-PW-2013-D50 (wilcoxon_holm_cec2013_D{10; 30; 50}.csv,10; 30; 50; 28; 10; 0; 0.05; 10; 30,0,BOUND,\begin{table}[H] \caption{Complete across-function Wilcoxon--Holm matrix on the CEC2013 second comparison suite: \dtgsk{
supplementary.tex,yes,539,Descriptive Bootstrap Rank-Stability Intervals on the CEC2017 Friedman Mean Ranks,yes,RS-06,TAB-T16-BCA (rank-CI companion; n_boot=10000; BASE_SEED=20260422); M020 descriptive relabel; RANK-ROBUSTNESS (robustness_summary_cec2017.md; robustness_cec2017_r01/r04*.csv); AN-OMNI-2017-D10..D100 (nemenyi_cd_cec2017_*.csv: critical_difference=1.672993); RS-06; APGSK-GAP,"95; 29; 10,000; 20,260,422; 10; 50; 10; 50; 30; 4; 5; 100; 2.59; 7; 29; 0.05; 1.673; 10; 50","20,260,422; 2.59; 1.673",BOUND,Table~\ref{tab:bca-ci} attaches $95\%$ bias-corrected and accelerated (BCa) bootstrap descriptive rank-stability interva
supplementary.tex,yes,576,Descriptive Bootstrap Rank-Stability Intervals on the CEC2017 Friedman Mean Ranks,yes,,TAB-T16-BCA; RANK-ROBUSTNESS; APGSK-GAP; AN-OMNI-2017-D10..D100 (CD=1.672993),"95; 29; 10,000; 20,260,422; 2; 1.673; 10; 50","20,260,422; 1.673",BOUND,\begin{table}[H] \caption{$95\%$ bootstrap BCa descriptive rank-stability intervals on the CEC2017 Friedman mean ranks o
supplementary.tex,yes,595,Post-hoc Robustness: Endpoint Choice and Randomization Inference,yes,,post-hoc sensitivity; papers/scripts/posthoc_robustness_cec2017.py,,,BOUND,"This subsection reports two \emph{post-hoc} sensitivity checks --- not part of the prespecified analysis plan, which fix"
supplementary.tex,yes,603,Post-hoc Robustness: Endpoint Choice and Randomization Inference,yes,,papers/analysis/posthoc_robustness/posthoc_endpoint_ranks_cec2017.csv,10; 10; 10; 10; 2.88; 2.69; 2.78; 30; 2.50; 2.72; 2.60; 50; 2.21; 2.28; 2.14; 100; 2.34; 2.59; 2.45; 10; 10; 50; 100; 30; 100; 2.59,2.88; 2.69; 2.78; 2.50; 2.72; 2.60; 2.21; 2.28; 2.14; 2.34; 2.59; 2.45; 2.59,BOUND,\paragraph{Endpoint invariance.} Re-deriving the Friedman mean ranks under a median endpoint and a scale-invariant $\log
supplementary.tex,yes,628,Post-hoc Robustness: Endpoint Choice and Randomization Inference,yes,,papers/analysis/posthoc_robustness/posthoc_inference_cec2017.csv (0/24 Holm-decision changes),"29; 2; 5; 20,240,620; 0.05; 0; 24","20,240,620; 0; 24",BOUND,\paragraph{Monte Carlo sign-flip inference.} Replacing the normal-approximation $p$-value of the headline pairwise Wilco
supplementary.tex,yes,642,Additional CEC2017 Rank Views: Overall Bars and Dimension Trend,yes,,,,,NO_NUMBERS,"For completeness, Figures~\ref{fig:supp-overall-ranks} and~\ref{fig:supp-rank-trend} render the same seven-algorithm CEC"
supplementary.tex,yes,651,Additional CEC2017 Rank Views: Overall Bars and Dimension Trend,yes,,fig friedman_gsk_family.pdf (generate_rank_charts.py; friedman_ranks source),,,BOUND,\begin{figure}[htbp] \centering \includegraphics[width=0.72\textwidth]{figures/ranks/friedman_gsk_family} \caption{Overa
supplementary.tex,yes,660,Additional CEC2017 Rank Views: Overall Bars and Dimension Trend,yes,,fig rank_vs_dim_cec2017.pdf (generate_rank_charts.py; rank_trend source),"10; 30; 50,100","50,100",BOUND,\begin{figure}[htbp] \centering \includegraphics[width=0.82\textwidth]{figures/ranks/rank_vs_dim_cec2017} \caption{CEC20
supplementary.tex,yes,674,Convergence Figure Sets,yes,,AN-CONV-2017-D10..D100; AN-CONV-2011-NATIVE; AN-CONV-2013-D30 (P2 aggregation rule); convergence disclosure logs (cec2017/cec2011/cec2013_missing.log); FIG-CONV-SUP-* validation status (series-count-verified 7/7),30; 7; 51; 25; 10; 7; 7,25,BOUND,This section provides the complete convergence record behind the main-text convergence subset: every scored function of 
supplementary.tex,yes,699,CEC2017: All 29 Functions at Each Dimension,yes,,APGSK-GAP,29; 10; 30; 50,,BOUND,Figures~\ref{fig:sconv-cec2017-d10-a}--\ref{fig:sconv-cec2017-d100-d} cover all 29 CEC2017 functions at each of the four
supplementary.tex,yes,708,CEC2017: All 29 Functions at Each Dimension,yes,,FIG-CONV-SUP-2017-D10-A (AN-CONV-2017-D10); APGSK-GAP,10; 4; 51; 7; 10; 7; 7,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,722,CEC2017: All 29 Functions at Each Dimension,yes,,FIG-CONV-SUP-2017-D10-B (AN-CONV-2017-D10); APGSK-GAP,10; 4; 51; 7; 10,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,734,CEC2017: All 29 Functions at Each Dimension,yes,,FIG-CONV-SUP-2017-D10-C (AN-CONV-2017-D10); APGSK-GAP,10; 4; 51; 7; 10,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,746,CEC2017: All 29 Functions at Each Dimension,yes,,FIG-CONV-SUP-2017-D10-D (AN-CONV-2017-D10); APGSK-GAP,10; 4; 51; 7; 10,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,758,CEC2017: All 29 Functions at Each Dimension,yes,,FIG-CONV-SUP-2017-D30-A (AN-CONV-2017-D30); APGSK-GAP,30; 4; 51; 7; 10; 7; 7,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,772,CEC2017: All 29 Functions at Each Dimension,yes,,FIG-CONV-SUP-2017-D30-B (AN-CONV-2017-D30); APGSK-GAP,30; 4; 51; 7; 10,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,784,CEC2017: All 29 Functions at Each Dimension,yes,,FIG-CONV-SUP-2017-D30-C (AN-CONV-2017-D30); APGSK-GAP,30; 4; 51; 7; 10,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,796,CEC2017: All 29 Functions at Each Dimension,yes,,FIG-CONV-SUP-2017-D30-D (AN-CONV-2017-D30); APGSK-GAP,30; 4; 51; 7; 10,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,808,CEC2017: All 29 Functions at Each Dimension,yes,,FIG-CONV-SUP-2017-D50-A (AN-CONV-2017-D50); APGSK-GAP,50; 4; 51; 7; 10; 7; 7,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,822,CEC2017: All 29 Functions at Each Dimension,yes,,FIG-CONV-SUP-2017-D50-B (AN-CONV-2017-D50); APGSK-GAP,50; 4; 51; 7; 10,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,834,CEC2017: All 29 Functions at Each Dimension,yes,,FIG-CONV-SUP-2017-D50-C (AN-CONV-2017-D50); APGSK-GAP,50; 4; 51; 7; 10,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,846,CEC2017: All 29 Functions at Each Dimension,yes,,FIG-CONV-SUP-2017-D50-D (AN-CONV-2017-D50); APGSK-GAP,50; 4; 51; 7; 10,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,858,CEC2017: All 29 Functions at Each Dimension,yes,,FIG-CONV-SUP-2017-D100-A (AN-CONV-2017-D100); APGSK-GAP,100; 4; 51; 7; 10; 7; 7,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,872,CEC2017: All 29 Functions at Each Dimension,yes,,FIG-CONV-SUP-2017-D100-B (AN-CONV-2017-D100); APGSK-GAP,100; 4; 51; 7; 10,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,884,CEC2017: All 29 Functions at Each Dimension,yes,,FIG-CONV-SUP-2017-D100-C (AN-CONV-2017-D100); APGSK-GAP,100; 4; 51; 7; 10,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,896,CEC2017: All 29 Functions at Each Dimension,yes,,FIG-CONV-SUP-2017-D100-D (AN-CONV-2017-D100); APGSK-GAP,100; 4; 51; 7; 10,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,910,CEC2011: All 22 Real-World Problems,yes,,FIG-CONV-CEC2011-A/B/C (AN-CONV-2011-NATIVE); linear-fallback count per figure_qa (a=3 [F2; F5; F6]; b=1 [F10]; c=0); CEC2011-EGSK-LOSS (AN-PW-2011-NATIVE),22; 25; 10; 22; 4.2; 10,25; 4.2,BOUND,Figures~\ref{fig:sconv-cec2011-a}--\ref{fig:sconv-cec2011-c} cover all 22 CEC2011 real-world problems at their native di
supplementary.tex,yes,927,CEC2011: All 22 Real-World Problems,yes,,FIG-CONV-CEC2011-A (AN-CONV-2011-NATIVE); CEC2011-EGSK-LOSS,3; 25; 7; 10; 7; 7; 4.2; 10,25; 4.2,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,942,CEC2011: All 22 Real-World Problems,yes,,FIG-CONV-CEC2011-B (AN-CONV-2011-NATIVE); CEC2011-EGSK-LOSS,3; 25; 7; 10; 7; 7; 4.2; 10,25; 4.2,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,957,CEC2011: All 22 Real-World Problems,yes,,FIG-CONV-CEC2011-C (AN-CONV-2011-NATIVE); CEC2011-EGSK-LOSS,3; 25; 7; 10; 7; 7; 4.2; 10,25; 4.2,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,972,CEC2013 Second Comparison Suite: All 28 Functions at $D = 30$,yes,,FIG-CONV-CEC2013-D30-A..D (AN-CONV-2013-D30; prespecification P4); CEC2013-D30-THIRD (AN-OMNI-2013-D30),28; 30; 30,,BOUND,Figures~\ref{fig:sconv-cec2013-d30-a}--\ref{fig:sconv-cec2013-d30-d} cover all 28 functions of the CEC2013 second compar
supplementary.tex,yes,982,CEC2013 Second Comparison Suite: All 28 Functions at $D = 30$,yes,,FIG-CONV-CEC2013-D30-A (AN-CONV-2013-D30); CEC2013-D30-THIRD,30; 4; 51; 7; 10; 7; 7,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,995,CEC2013 Second Comparison Suite: All 28 Functions at $D = 30$,yes,,FIG-CONV-CEC2013-D30-B (AN-CONV-2013-D30),30; 4; 51; 7; 10; 7; 7,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,1006,CEC2013 Second Comparison Suite: All 28 Functions at $D = 30$,yes,,FIG-CONV-CEC2013-D30-C (AN-CONV-2013-D30),30; 4; 51; 7; 10; 7; 7,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,1017,CEC2013 Second Comparison Suite: All 28 Functions at $D = 30$,yes,,FIG-CONV-CEC2013-D30-D (AN-CONV-2013-D30),30; 4; 51; 7; 10; 7; 7,,BOUND,"\begin{figure}[H] \centering \includegraphics[width=\textwidth,height=0.87\textheight,keepaspectratio]{figures/convergen"
supplementary.tex,yes,1032,Population-Schedule Visualization and Diagnostic Availability,yes,,FIG-NLPSR (phase_03/equation_registry.csv E5; phase_03/parameter_table.md),12; 12; 25; 25; 10; 30; 50; 100,25; 25,BOUND,Figure~\ref{fig:nlpsr-schedule} plots the analytic trajectory of the tier-floored Nonlinear Population-Size Reduction (N
supplementary.tex,yes,1043,Population-Schedule Visualization and Diagnostic Availability,yes,,FIG-NLPSR (phase_03/equation_registry.csv E5; phase_03/parameter_table.md),12; 12; 25; 25,25; 25,BOUND,\begin{figure}[H] \centering \includegraphics[width=0.85\textwidth]{figures/concept/fig_nlpsr_schedule} \caption{Analyti
supplementary.tex,yes,1055,Population-Schedule Visualization and Diagnostic Availability,yes,,EG-005 (papers/governance/evidence_gap_register.md),,,BOUND,Per-generation mechanism-trace figures (interaction-structure-memory traces and the adaptive-parameter panel) are not in
supplementary.tex,yes,1068,Reproducibility Appendix,yes,CN-02; MT-10,CN-02; CN-02 (blocked-wording guard); MT-10,,,BOUND,This appendix documents the mechanisms that make every reported number re-derivable from the released artifacts: the pai
supplementary.tex,yes,1080,Seed Schedule and Pairing,yes,PR-06,seed_and_pairing_audit.md Section 1 (src/gsk_family/runners/seed_policy.py get_cec_seed); seed_and_pairing_audit.md Section 1 (base seed 20240620; strides 1000003/1000033/1000037; modulus 2147483646); seed_and_pairing_audit.md Section 1 (rand_generator = threefry); PR-06; seed_and_pairing_audit.md Section 4; seed_and_pairing_audit.md Sections 2 and 4 (70; 813 rows; 0 mismatches; 21 cells),"20240620; 20240620; 1000003; 1000033; 1000037; 2147483646; 1; 0; 70,813; 21","20240620; 20240620; 1000003; 1000033; 1000037; 2147483646; 0; 70,813; 21",BOUND,"Every run in the evidence release is seeded by one deterministic, optimizer-independent formula keyed on the (dimension,"
supplementary.tex,yes,1112,Seed Schedule and Pairing,yes,MT-10,MT-10; phase_03/equation_registry.csv E12 (_dt_rng.py),13; 0; 12; 0,0; 0,BOUND,"Within a run, a 13-substream append-only, prefix-locked counter-based RNG layer child-seeds all subsystems from the one "
supplementary.tex,yes,1121,Seed Schedule and Pairing,yes,MT-11,MT-11; algorithm_freeze_manifest.json evaluation_accounting,13; 0; 13; 0,0; 0,BOUND,"\begin{table}[H] \caption{RNG substream key. The 13 append-only, prefix-locked substreams of the counter-based (threefry"
supplementary.tex,yes,1149,Frozen Configuration and Freeze Manifest,yes,,,,,NO_NUMBERS,"Table~\ref{tab:comparator-params} lists the parameter settings of the six comparators --- GSK~\cite{mohamed2020gaining},"
supplementary.tex,yes,1159,Frozen Configuration and Freeze Manifest,yes,,generated by papers/scripts/generate_comparator_params.py from the,,,BOUND,\begin{table}[H] \caption{GSK-family comparator parameter settings as run in this study. Values are read from src/gsk\_f
supplementary.tex,yes,1173,Frozen Configuration and Freeze Manifest,yes,,ART-PARAMS (phase_03/parameter_table.md; algorithm_freeze_manifest.json),10; 30; 50; 100,,BOUND,"The complete shipped configuration of \dtgsk{} is the single dimension-aware configuration, tier-resolved over $D \in \{"
supplementary.tex,yes,1186,Frozen Configuration and Freeze Manifest,yes,,M-031 provenance chronology; algorithm_freeze_manifest.json (per-file SHA-256,"2026; 51; 3,403; 3,403","3,403; 3,403",BOUND,"\begin{enumerate}\itemsep2pt \item \textbf{Original freeze (2026-07-10, anchor 708a927bf).}  The   manifest pinned the c"
