ticket_id,review_stage,reviewer_role,severity,priority,confidence,issue_type,manuscript_location,claim_id_or_artifact_id,concise_issue,exact_evidence_or_observation,root_cause,scientific_or_editorial_justification,impact_on_validity_or_acceptance,required_correction,acceptable_alternatives,additional_evidence_needed,dependencies,expected_improvement,post_revision_verification,status,source_seat_tickets,se_adjudication
SE-042,19 (consolidated),SE,Minor,P3,CONFIRMED,statistics,papers/analysis/rel-2026-07-20-67d9345f9/primary_stats/statistical_results.csv; T06/T14 R+/R- columns,rank-biserial sign convention,"The released statistical_results.csv prints a rank-biserial formula whose operands give the opposite sign, and the paper's R+/R- are the mirror of the released w_plus/w_minus.","s9: wilcoxon_holm_cec2017_D10.csv GSK row has w_plus=22, w_minus=303, rank_biserial=+0.8646, while the printed formula r=(R+-R-)/(R++R-) gives (22-303)/325 = -0.8646. s3: the reported R+/R- (159/51 CEC2011; 340/11, 286/65, 314/37 CEC2013) are the mirror of the released columns. The paper is self-consistent with its own r convention (r>0 favours DT-GSK); the flip is undisclosed.",The released workbook and the paper adopt opposite sign conventions for which side of the pair is 'plus'.,Section 10.7 requires effect-size definition AND DIRECTION to be stated.,No inference changes and the paper is internally consistent. But a reviewer reconciling the paper against the released CSV finds the operands transposed and the printed formula contradicting the released value.,"State the convention explicitly in the caption and in the released CSV's header ('R+ is the rank sum favouring DT-GSK'), or align the two.",Add a one-line convention note to the workbook.,None.,Same paragraph as SE-001.,Removes a reconciliation trap.,Assert the printed formula applied to the printed operands reproduces the printed r for a sampled row. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S9-01; S3-T10; R2-S10-19,UPHELD at Minor. s9 rated it Major; SE reduces because the paper is internally consistent and the convention is stated in the direction clause - the defect is that the released file's operands are not relabelled to match.
SE-043,19 (consolidated),SE,Minor,P3,CONFIRMED,claim-scope,abstract; papers/sections/performance.tex CEC2013 Nemenyi,abstract scoping,The abstract's 'never Nemenyi-separable' is unscoped and its CEC2013 leg appears nowhere in the manuscript; the abstract is 201 words against its own <=200 rule.,"s3 verified the CEC2013 claim is true (gaps 1.46/0.30/0.68 against CD 1.70) but found the CEC2013 Nemenyi analysis appears in neither paper nor supplement. s15 and s2-4 counted the rendered abstract at 201 tokens against the build's own <=200 constraint, enforced by no validator.",The claim was verified during analysis but the supporting exhibit was never typeset.,Gate C requires every substantive claim to be supported and locatable.,The claim is true and recomputes; it is simply unlocatable for a reader.,Either add the CEC2013 CD result to the supplement or scope the abstract sentence to the suites the paper reports; trim one word from the abstract and add a length check to the build.,Scope the sentence - cheaper.,None - the CEC2013 CD values exist in the release.,Independent.,Makes every abstract claim locatable.,Assert every abstract claim resolves to a printed exhibit or sentence; assert abstract word count <= 200. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S3-T12; S3-T11; DS-09; W15-13,UPHELD.
SE-044,19 (consolidated),SE,Minor,P3,CONFIRMED,exhibit,papers/sections/performance.tex runtime pointer; Table 16; S6.5/S6.7,runtime / ISM cost,"Runtime pointers send readers to S6.7 'Implementation Caveats' for a result characterised in S6.5, no comparator wall-clock exists anywhere, and CEC2011 runtime is reported as a bare mean over heterogeneous problems.","s3/s10-11/s14: three pointers target S6.7 where S6.5 is the locus. s18/s2-4: no comparator wall-clock appears anywhere, while S6.5 reports the ISM costing +57.3/+36.3/+30.3% for a null - section 10.13's 'missing non-objective overhead analysis'. s18: CEC2011 runtime is reported as 80.64 s where sd = 119.34 s over 22 heterogeneous problems.","RT-001 was closed by narrowing Table 16 to DT-GSK only, which removed the comparator column but left the pointers and the overhead gap.",Section 10.13 names missing overhead analysis as a hard rejection risk.,SE notes the RT-001 resolution was correct and conservative - the comparator timings were not single-environment and the honest move was to drop them. The residue is that the paper now has no overhead comparison at all and says so nowhere.,"Repoint the three references to S6.5; state explicitly that no comparator wall-clock is reported and why (mixed measurement sessions, not single-environment); report CEC2011 runtime with its dispersion or per-problem.","Add a supplement-side practitioner note on the ISM overhead-versus-benefit trade (s2-4's DS-08), keeping it out of the main text per section 10.9.",None - no re-timing.,Independent.,Converts an unexplained absence into a disclosed methodological choice.,Assert the three pointers resolve to S6.5; confirm the no-comparator-timing statement renders. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S3-T14; R2-S10-21; S14-017; S18-R6-01; DS-08; R2-S10-14; S18-R4-minor,UPHELD.
SE-045,19 (consolidated),SE,Minor,P3,CONFIRMED,exhibit,Figure 3; Figure 1; Figures B27; taxonomy caption; T06 number formats,exhibit presentation,"A group of presentation defects: colour-only encoding, an uncited depiction of prior work, zero-height bars reading as missing series, inconsistent number formats, and a caption cadence claim that holds only at one tier.","s13: Figure 3 is colour-only (CVD-safe but not grayscale-safe); Figure 1 depicts GSK with no caption citation; Figure B27's zero-height bars read as missing series; 3.11E-05 / <0.0001 / x10^-5 appear as three formats for one quantity; CEC2011 F3 has tick crowding and overplotted annotations; the rank matrix is presented five times (Table 13, Figures 3 and 4, supplement B1 and B2). s3/s13: the taxonomy caption's 'blocks re-extracted every fifth generation' holds only at D=50-99 (_dt_profiles.py:123 vs :196).",Exhibits accumulated across phases without a final presentation pass.,Section 10.17.1 and 10.17.7; Gate M.,None affects a result. The taxonomy caption is the one factual item.,Add non-colour encoding to Figure 3; cite the source in Figure 1's caption; annotate zero-height bars; unify number formats; de-crowd the CEC2011 F3 panel; consider dropping one of the five rank-matrix presentations; scope the cadence caption to its tier.,Defer the redundancy reduction; it interacts with SE-018.,None.,"Figure regeneration batch with SE-005, SE-013, SE-026.",Completes the Gate M presentation pass.,Re-render in grayscale; assert one number format per quantity class; re-read the taxonomy caption against _dt_profiles.py. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S13-13..S13-27; S3-T13; R2-S11-17,UPHELD as a consolidated presentation ticket.
SE-046,19 (consolidated),SE,Minor,P3,CONFIRMED,statistics,supplementary.tex S6 ablation statistics; papers/analysis/posthoc_robustness/,ablation statistics detail,Several second-order statistical detail items in the ablation and robustness reporting.,"s9: the ablation omnibus uses plain chi-squared rather than Iman-Davenport; the floor-sensitivity check ran as an undisclosed surrogate; the Nemenyi CD is untied and the cohort boundaries are knife-edge (GSK excluded at D100 by 0.017 rank units); r05's 11/21 transitions are run-level with the unit unstated; 'zero losses under either correction' is a mathematical necessity presented as a finding. s10-11: BCa rank intervals have no CSV and no machine-readable row, the exhibit map points to a different quantity, and the generator defaults to a superseded release with a second seed construction; CEC2013 'first place' rests on 3/6 and 1/6 significant pairwise cells with the matrix in neither document; LOFO and eGSK-excluded divergences are uncounted; S6 says 'Every value below derives from a distinct, immutable ablation release' against Section 4.1's 'a single release'.",Detail-level drift across a long analysis programme.,Section 10.7 and section 10.10.,s9 verified every number reproduces exactly and s10-11 re-derived every headline. These are reporting-precision items.,State the ablation omnibus statistic accurately; disclose the floor-sensitivity surrogate; note the untied CD and the knife-edge boundary; state r05's unit; drop or reframe the tautological finding; emit the BCa intervals as a released CSV with register rows and re-point the generator default; print the CEC2013 pairwise matrix in the supplement; reconcile the 'single release' vs 'distinct releases' wording.,Prioritise the BCa emission and the CEC2013 matrix; the rest are wording.,None - all computable from existing releases.,Depends on SE-020 (register rows).,Completes the Gate I detail set.,Assert every reported interval has a released CSV row; assert the ablation omnibus statistic named matches the one computed. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S9-10..S9-14; R2-S10-08; R2-S10-10; R2-S10-13; R2-S10-18; S3-T08; S3-T05,UPHELD as a consolidated detail ticket.
SE-047,19 (consolidated),SE,Minor,P3,CONFIRMED,evidence,papers/sections/performance.tex budget-crossing sentence; tests/regression/test_budget_crossing_semantics.py,R-05 / R-14,"The panel-wide budget-crossing verification rests on a single synthetic cell, and the claim's stated scope exceeds the probe's.","SE re-read the sentence at performance.tex:169-178: 'strictly truncating them was verified to leave the returned solution, its fitness, and the charged budget bit-identical for all seven optimizers'. s3/s8/s18: the supporting probe is one synthetic cell (sphere, D=10, NP=100, MaxFES=1050, one seed, target_error=NaN which deliberately disables the S8-01 asymmetry). s8 re-ran it (14 passed) and independently reproduced 8-50 uncounted rows with dt-gsk at 0. s3 notes it is the only substantive main-text claim with no claims-matrix row and no analysis id, yet the abstract's 'budget-fair' rests on it.","The probe was written to demonstrate the mechanism, and the sentence generalised from it.",Gate C requires claims correctly scoped; section 10.7 requires a register row for every reported statistic.,"The property is almost certainly true - s8 identifies the stronger unstated warrant, the universal _scan_best(..., n_count) prefix invariant, which holds by construction. The defect is that the paper cites the weaker evidence.",State the structural argument (the counted prefix invariant) as the primary warrant and the probe as its regression check; add a claims-matrix row and an analysis id.,"Extend the probe across the seven optimizers on a second cell - cheap, but the structural argument is stronger.",None required.,Independent.,Replaces an over-generalised empirical claim with a structural one that is actually stronger.,Confirm the revised sentence names the invariant; assert a claims-matrix row exists. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S3-T05; S8-10; S18-R2-02,"UPHELD. SE records R-05 and R-14 as CORRECTLY CLOSED - the disclosure is accurate and the probe measures what it claims. This ticket is about the scope of a sentence added by that remediation, not a failure of it."
SE-048,19 (consolidated),SE,Minor,P3,CONFIRMED,production,"papers/mdpi.cls; papers/main.tex L15, L19; papers/governance/decision_log.md D-0010",class and venue metadata,"The vendored class is 2020-dated and locally modified, submit-mode line numbering and the running header are suppressed, and the recorded venue metrics are stale.",s17: commit 574e2deb4 removed the submit-mode footer and CC-BY block from mdpi.cls; main.tex L15/L19 suppress peer-review line numbering and the running header; decision_log D-0010 records CiteScore 4.5 against the current 5.4 and 'Numerical Analysis' against 'Computational Mathematics'; the recorded APC is CHF 1800 against ~1600 (SUSPECTED).,The class was vendored and trimmed for local build convenience; venue metrics were recorded once.,Section 10.12 and Gate P.,Suppressed line numbering makes reviewing harder and is the one item an MDPI editor may bounce on. The metrics are internal only.,Restore submit-mode line numbering for the review copy; update the venue metrics; document the class modifications.,"Submit the free-format initial submission, where line numbering is less critical - but restoring it costs nothing.",Re-verify venue metrics at submission.,Independent.,Removes a small reviewer-friction item.,Confirm line numbers render in the submitted PDF; confirm the recorded metrics match the journal page at submission. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S17-07; S17-13; S17-14; S14-025,UPHELD.
SE-049,19 (consolidated),SE,Minor,P3,CONFIRMED,compliance,papers/governance/ - no similarity screening record,MIN-11,"No similarity-screening record exists, despite the project's own round-1 report flagging text-recycling exposure across five self-authored comparators.","s16: REVIEW_2026-07-13_round1_report.md:70 (MIN-11) flagged the exposure and screening was never run. s5 separately quantified self-citation at 7/40 references (17.5%) and 41/117 occurrences (35%), found it structurally forced, doubly disclosed, and used adversely as often as favourably, and found no patchwriting.",The item was raised and never actioned.,Gate O; MDPI runs iThenticate at submission regardless.,"s5's independent literature audit found no patchwriting and no material semantic mis-citation, which is the substantive assurance. The missing record is procedural - and MDPI will screen anyway.","Run a similarity check before submission and record the result, or record explicitly that screening is deferred to the publisher's own check.",The latter is acceptable and honest.,One similarity run.,None.,Closes MIN-11.,Record the screening result or the deferral decision in the governance directory.,CLOSED 2026-08-01 (status cell corrected). The ticket was discharged earlier; the discharging commit updated the closure record but left this cell reading open.,S16-E-06,UPHELD at Minor. s5's clean patchwriting finding substantially de-risks this.
SE-050,19 (consolidated),SE,Minor,P3,CONFIRMED,compliance,"papers/PAPER_REVIEW_PROMPT.md sections 1.5, 1.5.0-C, 10.7, 10.9",governing prompt currency,"The governing prompt's embedded project snapshot is stale in four specific, material ways, as every seat independently recorded.","All eleven seats recorded this. Consolidated: (i) section 1.5 states 73/80 tickets closed with seven open (RT-001, C-008/C-001, N-009, N-021, M-007, E-012); the repo ledger is 80/80 terminal - 70 closed_verified plus 10 superseded_with_evidence, C-001 closed at 383d7896b on 2026-07-21. (ii) Section 10.7's RT-001 bullet and section 1.5.0-C(2c) instruct the review to treat the runtime table as in-progress pending a six-comparator re-timing via scripts/retime_comparators.py; that re-timing was executed, FAILED the determinism gate with 3,772 diffs, and RT-001 was closed by the opposite remedy (Decision 7 Option 3 - narrowing Table 16 to DT-GSK only, performance.tex:738-786). The shipped table is final and single-provenance. (iii) Section 1.5 predates R-01..R-14 entirely and its 'C-008 -> C-001 terminal freeze remains' line is superseded. (iv) Section 10.9's note describes the null as advertised 'briefly - one abstract sentence plus one introduction paragraph'; it is stated in five to seven reader-facing places, and section 10.9's S6.7-oracle dangling-reference warning is stale (S6.7 is now 'Implementation Caveats'; 'oracle' occurs 0 times in both PDFs). Also: section 10.1 binds STATISTICAL_ANALYSIS_PLAN to papers/governance/statistical_analysis_plan.md and exhibit_plan.csv, neither of which exists (they are under build_prompt_phases/phase_05 and phase_04), and the external-gate mapping is absent from the tree.",The prompt's snapshot is dated 2026-07-20 and predates the 07-21/07-22 remediation.,Section 1.4 precedence: the current project state outranks the prompt's embedded snapshot.,The review resolved this correctly by treating the repo as authoritative. Recorded so the next pass does not re-litigate RT-001 or re-open closed tickets. Item (iv) is why SE-021 is framed as overstatement rather than as a section 10.9 leak.,"Update sections 1.5, 1.5.0-C(2c), 10.7's RT-001 bullet and 10.9's note to the shipped state; re-point the section 10.1 bindings to the paths that exist; mark the SGSM-EMA exemplar (sections 10.6, 5.5) historical since it is closed.",Add a dated supersession banner rather than rewriting.,None.,None - documentation only.,Prevents the next review from spending effort on closed items.,Assert section 1.5's ticket counts match ticket_status.csv; assert every section 10.1 binding path exists. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S01-006; DS-11; S3-T15; L-16; M6-PROMPT; E-15; S8-11; S9-16; R2-PROMPT-23; S13-26; S14-027; W15-16; S16-E-08; S17-15; S18-EIC-01,"UPHELD as the mandated consolidated staleness record. Every seat found it independently; SE verified the ledger is 80/80 and that RT-001's actual remedy was scope narrowing, not re-timing."
SE-R01,19 (consolidated),SE,Rejected,-,REJECTED,compliance,papers/main.tex:112 (title page); ORCID fields,AG-0002,REJECTED AS A REVIEW FINDING: the rendered institutional e-mail placeholder and the all-zero ORCIDs.,The placeholder '[H.S.M.R. institutional e-mail - to be added at submission]' does render on p.1 of both the PDF and the DOCX (SE confirms the seats' observation is factually correct). The ORCIDs are 0000-0000-0000-0000 in source and s16 verified they do NOT render.,Author-side submission metadata supplied at upload.,"Section 1.5.4 is explicit and normative: 'Author-side submission metadata (all of it). The DOI / Zenodo archive identifier, the ORCID iDs, the corresponding-author institutional e-mail, and any other submission-portal metadata ... Ignore them entirely - raise no ticket, fail no gate, and do not ask for them.'","Zero as a review finding. Non-zero as an upload-blocking item, where it is carried.",None by the review. Carried on the author's pre-upload checklist.,n/a,n/a,n/a,Prevents a scope violation from consuming reviewer attention.,Author confirms at upload that no bracketed placeholder renders.,accepted_risk,S14-007; S16-E-03; S17 upload list,"REJECTED. s14 and s16 ticketed this and s16 counted it toward a Gate O BLOCK; that is a direct violation of section 1.5.4. s15 handled it correctly - recorded as advisory, explicitly not ticketed. SE adopts s15's handling. It remains on the upload checklist because it must not reach the portal."
SE-R02,19 (consolidated),SE,Rejected,-,REJECTED,ethics,papers/governance/ AG-0001; CRediT statement,AG-0001,REJECTED AS A REVIEW FINDING: the suggestion that H.S.M.R.'s CRediT role requires ICMJE four-criteria re-confirmation.,"s16 rated this SUSPECTED (not CONFIRMED) on the reasoning that H.S.M.R.'s only role is 'writing - review and editing' while she co-authors eGSK, the closest comparator.",Reviewer inference from an authorship pattern.,"Section 1.5.4: 'This section is complete and author-confirmed (2026-07-13) - do not report it as unresolved.' The COI statement separately declares the eGSK co-authorship, and s5 verified the COI statement is exactly accurate (5 of 6 comparators Mohamed-co-authored, FDB-AGSK third-party).",None. The relationship is disclosed where it belongs - in the COI statement - and the review has no basis to question an authorship allocation the authors have confirmed.,None.,n/a,n/a,n/a,Avoids an unfounded authorship allegation.,n/a,accepted_risk,S16-E-05,"REJECTED. Section 1.5.4 forecloses it and the seat's own confidence was SUSPECTED. Raising an authorship-integrity question on an inference from a role list, against an explicit author confirmation and an accurate COI declaration, is not supportable."
SE-R03,19 (consolidated),SE,Rejected,-,REJECTED,experimental-design,whole study scope,MX-06,REJECTED AS A REVIEW FINDING: the absence of an external non-GSK baseline panel.,"s8 recorded MX-06 as optional_or_out_of_scope with no ticket and no gate consequence; s5 recorded L-14 (jSO, EBOwithCMAR, LSHADE-SPACMA present in the corpus, verified, carded, cited zero times) explicitly as text-level coverage only and NOT as a missing comparison.","Deliberate study scoping, disclosed as a limitation.","Section 1.5.4: 'Do not treat the absence of an external baseline as a missing requirement, a fairness/validity gap, a rejection risk, or any other review finding within this cycle; the panels (including the Stage 8 comparator-fairness and Stage 18 reviewer-simulation stages) must respect this scoping.'",None within this cycle. Section 10.5's same-family claim boundary is separately satisfied - SE confirms the manuscript scopes every comparative claim to the GSK-family panel and makes no field-wide claim.,None.,n/a,n/a,n/a,Preserves the declared study scope.,n/a,accepted_risk,MX-06; L-14,"REJECTED AS A FINDING, and SE commends s8 and s5 for handling the directive correctly. Recorded here so the disposition is explicit in the register rather than absent from it. NOTE FOR THE AUTHORS: this is a scope decision of THIS review cycle, not a statement that external reviewers will accept it - see residual risk R7 in the readiness report."
SE-R04,19 (consolidated),SE,Rejected,-,REJECTED,claim-scope,abstract; introduction; conclusions; cover letter - ISM null sentences,section 10.9,REJECTED AS A COMPLIANCE FAILURE: the advertised ISM isolation null in the main text.,"The null is stated in five to seven reader-facing places (s3, s14, s18 counted between five and seven), which exceeds section 10.9's narrowed description of 'briefly - one abstract sentence plus one introduction paragraph'.","Deliberate author decision (sections 1.5.0-B, 10.9 narrowing).",Section 10.9's narrowing is explicit and directive: 'Reviewers: do NOT re-raise the (brief) advertised null as a section 10.9 leak. Report it only if a main-text sentence overstates it.',"None as a compliance failure. SE separately confirms, with s3 and s10-11, that NO favourable component result leaks into the main text - notably the Holm-significant final-polish effect stays supplementary, which is the prohibition that remains fully in force.",None under this heading. The footprint and the overstatement are handled at SE-021 (overstatement) and SE-050 (prompt staleness).,None.,n/a,n/a,n/a,Keeps the review inside the governing narrowing.,accepted_risk,"Re-run the section 10.9 leak test on the revised text: confirm no favourable component result appears in main text, abstract, conclusions or cover letter.",S18-AE-01; S3-T11; S14-012
SE-R05,19 (consolidated),SE,Rejected,-,REJECTED,statistics,papers/analysis/rel-2026-07-20-67d9345f9/ BCa seeding,deterministic interval seeding,REJECTED: the suggestion that two seed constructions constitute the section 10.7 'contradictory seeds' reproducibility defect.,"s9 examined this directly and found both seeds are pre-registered, so this is NOT the contradictory-seeds defect the profile describes. s10-11 separately noted the BCa generator defaults to a superseded release with a second seed construction - that residual IS upheld, at SE-046.",n/a,Section 10.7's deterministic-interval-seeding disposition requires a single explicitly-constructed deterministic seed; two PRE-REGISTERED seeds for two different quantities do not violate it.,None.,None under this heading; the generator-default residual is at SE-046.,None.,n/a,n/a,n/a,Prevents a false positive on a named profile disposition.,accepted_risk,n/a,S9 verified-sound list
SE-R06,19 (consolidated),SE,Rejected,-,REJECTED,evidence,papers/analysis/ seed formula,seed schedule,REJECTED: an apparent off-by-one in the released seed formula.,"s7-12 raised, investigated and WITHDREW this: the apparent discrepancy was the seat's own JSON-string truncation, not a defect. s7-12 separately re-derived the printed seed formula over 32,250 rows exactly and reconciled the 70,813-row seed audit.","Reviewer measurement error, self-corrected.",n/a,None.,None.,None.,n/a,n/a,n/a,Recorded so it is not rediscovered.,resolved,n/a,E-withdrawn
