ticket_id,severity,priority,triage_verdict,lifecycle_status,phase,requires_rerun,blocking,effort,concise_issue,verification_evidence,residual_work,post_revision_verification,closed_by_commit,closed_utc
M-027,Major,P1,STILL-OPEN,closed_verified,P4,no,yes,medium,The primary paired Wilcoxon table foregrounds unpaired A12 rather than its aligned paired effect size.,"Table 8 (papers/tables/T15.tex) still carries only A12: its column spec is Algorithm | p | p_Holm | + | ~ | - | A12 | Dec. per dimension, with no rank-biserial column; the caption at performance.tex:339-356 documents A12 as computed over the 29 per-function means. WORSE THAN THE TICKET STATES: the mitigating sentence at performance.tex:208-212 -- 'the matched-pairs rank-biserial correlation r = (R+ - R-)/(R+ + R-) is reported alongside R+/R- in the released per-comparison workbooks' -- is not supported by the current release. papers/scripts/phase6_run_analysis.py:377 computes rb and :974-975 s","CLOSED, both items. (1) rank_biserial/w_plus/w_minus/n_zero are in the released wilcoxon_holm_*.csv and effect_size is unconditional -- so the performance.tex claim that r is 'reported alongside R+/R- in the released workbooks', which was UNSUPPORTED when the ticket was written, is now true. (2) Table 8 shows the signed matched-pairs rank-biserial in place of A12, which stays in the workbook as a labelled companion. SWAP not ADD: the generator's own docstring records that R+/R- were previously dropped to keep the table within textwidth, so a 16th column would have overflowed; the CSV carries 8 columns per dimension while the table renders 7, leaving width unchanged. Prose and caption updated to say the tabulated effect size is the one ALIGNED with the paired test.","SIGN BUG CAUGHT AND FIXED BY THE ACCEPTANCE CHECK: the raw statistic is negative for a DT-GSK win (differences are errors, so d<0 means DT-GSK better and w_minus carries its advantage) -- the first render showed r = -0.865 beside '22 wins, Dec = +'. The statistic is now oriented at source so its sign agrees with the `direction` field beside it and with the A12>0.5 convention it replaces; magnitude unchanged, reasoning recorded in the code. Verified: 24/24 cells, ZERO sign/decision contradictions. eGSK reads +0.778 at D10 (the one clean win) and -0.286/-0.002/-0.057 at D30/D50/D100. Overfull unchanged at 1 (pre-existing notation-table box), 0 float-too-large, parity 0 FAIL over 571 rows.",,
M-028,Major,P1,PARTIALLY-FIXED,closed_verified,P4,no,no,trivial,The manuscript mixes four within-dimension Holm families into a prominent 17–7–0 aggregate that can be mistaken for a single controlled result.,"The tally is absent from the places that would most imply global control: it does not appear in the abstract (pdftotext papers/DT-GSK.pdf line 7 -- abstract reports only the 2.48/7 mean rank, explicitly labelled 'a descriptive across-dimension mean'), and it appears in neither papers/cover_letter.tex nor papers/cover_letter.md (grepped '17', '24 '). Both Section 4 occurrences are correctly qualified: performance.tex:363-368 says 'this 24-cell count aggregates four independent within-dimension families and is a descriptive tally, not a single jointly family-wise-error-controlled result', and pe",CLOSED. The conclusions qualifier and the AN-GHOLM-2017 sensitivity both shipped earlier; this pass verified them against the REGENERATED bundle rather than the one they were written from.,"global_holm_sensitivity_cec2017.csv in rel-2026-07-20-67d9345f9: 24 cells, 17 significant within dimension (matches the 17-7-0 tally), 15 surviving global Holm (matches the manuscript's '15 of the 24'), and the two non-survivors are exactly atmals-gsk@D10 and gsk@D30 (matches the named cells). No edit required.",,
M-029,Major,P1,PARTIALLY-FIXED,closed_verified,P6,no,yes,medium,The release still has 21 cross-format parity failures and a failing main-DOCX validator.,"DOCX validators are now green: `python papers/scripts/validate_docx.py papers/DT-GSK.docx` exits 0 with '33 PASS / 0 FAIL' and 'ok: true', 'markers_left: 0', 'warnings: []'; the supplement DOCX also exits 0. The ablation-token rule is also resolved -- both 'DT-GSK.pdf no_ablation_scan PASS=1' and 'supplementary.pdf no_ablation_scan PASS=1'. BUT the parity gate is still red: `python papers/scripts/validate_cross_format_parity.py` exits 2 with 'TOTAL rows=524 FAIL=20' (was 21 at review). The 20 breakdown from papers/governance/cross_format_consistency.csv: 18 table_generated (DT-GSK.docx T15, T1","CLOSED via option (a) -- the validator was taught the real build contract, not given a signed exception list. Option (b) would have stopped verifying the 18 rows it exempted. Root cause: check (a) compared DOCX cells to the semantic word_sources JSON, but build_docx emits some tables natively from that JSON and routes the rest through pandoc from the rendered LaTeX, so the check could never pass for the pandoc-routed tables. It now accepts EITHER legitimate source, which with check (b) chains DOCX -> .tex -> semantic source -> evidence. Six specific defects fixed: (1) only the FIRST tabular of a table was parsed, so T15's stacked D50/D100 half was compared against the wrong rows AND was never verified against the semantic source at all; (2) LaTeX \times10^{n} vs Word e-04 notation; (3) Word drops trailing zeros LaTeX prints (1.0000 vs 1); (4) \addlinespace[2pt] leaked into the first cell, hiding each group's first data row; (5) composite semantic values ('3.22 (ref)') made float() throw in display_match; (6) detex dropped \log, leaving '10 error' for '$\log_{10}$ error'. Two format artifacts also handled: the MDPI 'pages 1 - 53' running footer interleaving mid-paragraph at page breaks, and \textsc small-caps rendered as capitals in PDF only.","validate_cross_format_parity.py exits 0: 544 rows, 494 PASS, 50 PASS_FORMAT_DIFF, 0 FAIL (was 31 FAIL when re-measured on fresh artifacts; the ticket's 20 predated this session's edits). Both DOCX validators exit 0. SOUNDNESS PROVEN, not assumed: three real content errors were injected through the validator's own code path -- a wrong numeric value, a dropped data row, and two transposed rows -- and all three were CAUGHT, with the clean tree green. An earlier injection attempt reported no failures, but it matched whole cells while the cells are composite 'mean±SD' strings, so it never fired; that result was discarded rather than read as a pass. Build-hygiene and provenance gates still green; 151 regression tests pass.",,
M-030,Major,P1,PARTIALLY-FIXED,closed_verified,P5,no,no,small,The repository lacks a demonstrated all-green test/build result in the declared supported environment.,"The failure premise does not reproduce in the supported environment. Installed interpreter is Python 3.10.11 with scipy 1.15.3 and numpy 2.2.6 -- inside pyproject.toml's declared ranges (requires-python >=3.10,<3.14; scipy>=1.10,<1.16; numpy>=1.24,<2.4) and matching papers/analysis/rel-2026-07-16-78f075cb0/environment_record.json (python 3.10.11, scipy 1.15.3, numpy 2.2.6, pandas 2.3.3, matplotlib 3.10.8). I ran the full suite: `python -X utf8 -m pytest -q -p no:randomly` collected 344 tests and reported '344 passed, 2 warnings in 67.31s', exit 0. Neither reviewer failure (exact DT-GSK regress","CLOSED. papers/scripts/make_environment_attestation.py produces a machine-checkable record in papers/governance/environment_attestation/ (attestation.json + both JUnit XMLs + README). It is deliberately NOT stored in the analysis bundle: phase6_run_analysis.py rmtree's that directory on every regeneration, and RT-001 will force one. The generator refuses to write green=true unless three conditions hold: the installed interpreter and numpy/scipy/pandas/matplotlib versions lie inside the ranges declared in pyproject.toml; the full suite runs TWICE with zero failures and the same test count both times; and every release gate exits 0. The envelope check is the load-bearing one -- a green suite on an out-of-envelope stack attests nothing about the SUPPORTED configuration, which is the claim the manuscript makes. Referenced from supplementary.tex sec:repro:release.","green=true: 474 tests, 0 failures / 0 errors on both runs, test counts agree; all five gates (build-hygiene, provenance-claims, cross-format-parity, both validate_docx) exit 0; Python 3.10.11, numpy 2.2.6, scipy 1.15.3, pandas 2.3.3, matplotlib 3.10.8 all verified inside the declared envelope. The version-range comparator was unit-checked against 8 boundary cases first (including 1.15.3<1.16 and 3.13.9<3.14, where the operands differ in precision) rather than trusted. CAVEAT RECORDED: git.dirty=true, so git.head does not fully identify the tested tree; the attestation should be regenerated after the working tree is committed. NOTE: any subsequent .tex edit invalidates the cross-format-parity gate and therefore this record. Regenerate once as the final pre-freeze step (~10 min: the suite runs twice); a stale attestation is worse than none because it reads as current.",,
M-031,Major,P1,STILL-OPEN,closed_verified,P5,no,yes,small,"The supplement states or implies that no post-freeze core change occurred, despite the documented C006/M038 fixes and full evidence regeneration.","papers/supplementary.tex:1002-1005 (subsection sec:repro:freeze) still asserts: 'Any post-freeze change to the frozen sources, the configuration, or the mechanism inventory requires a recorded change request; no such change occurred for the results reported in this paper.' This is contradicted by three artifacts in the same repo. (1) papers/governance/evidence_release_manifest.json supersession_note: 'rel-2026-07-16-78f075cb0 supersedes rel-2026-07-10-262fc16c9: dt-gsk cells regenerated with the post-freeze code fixes (C006 final-polish stale-incumbent + M038 interaction-graph numba import); c","CLOSED. sec:repro:freeze rewritten as a six-step chronological provenance record (original freeze 2026-07-10 anchor 708a927bf -> post-freeze audit finds C006/M038 -> source fixes each locked by a regression test that fails on the pre-fix code -> module rename ism_*->dt_* -> full 51-run regeneration, comparators verified byte-identical so scope is dt-gsk only -> current release rel-2026-07-16-78f075cb0, anchor 78f075cb0, 3403 files). The 'no such change occurred' sentence is deleted. The four recorded hashes are now stated plainly as HISTORICAL (they pin pre-fix sources under pre-rename filenames) and the current shipped prefixes are printed alongside. The misleading 'byte-identical' rename parenthetical is dropped -- all four shipped modules differ from the frozen hashes. The missing change request is registered as CR-0007. Cross-references sec:supp:ablation:caveats rather than duplicating the defect disclosure that was already there. NOTE: the freeze manifest itself remains stale -- that is C-007 (mint fresh), still open; this ticket makes the manuscript honest about it in the meantime.","papers/scripts/validate_provenance_claims.py (new, reusable for C-007/C-008) cross-checks release ids, anchor commits, printed hashes, no-change assertions and change-request citations against the manifests: exit 0. Self-tested by injecting all three defect classes -- each was caught and the file restored byte-identical. The gate's first hash check was itself defective (a proximity heuristic that could never fail inside a subsection about historical hashes); replaced with two structural rules keyed on the module each hash is attributed to. Build hygiene green; supplementary.tex line endings unchanged (LF).",,
M-032,Major,P1,STILL-OPEN,closed_verified,P5,no,yes,medium,"The current ablation manifest retains obsolete identifiers, labels, hashes, and interpretation from the pre-rename/pre-fix state.","benchmarks/cec_reference_results/_ablation/manifest.json is unchanged in the flagged respects. Raw string counts: 'sgsm' 633, 'SGSM' 28, 'no_sgsm' 298, versus 'ISM' 3 -- and zero occurrences of 'alias', 'claim_ceiling', 'ceiling', 'profile_hash', 'resolved_config', 'toggle_diff' or 'diversity archive'. The title field still reads 'DT-GSK ablation evidence (unified) - scaffold X-ABL-01 + SGSM overlay X-ABL-02'; cells.overlay keys are literally 'no_sgsm' ('interaction_graph_enabled=false (SGSM OFF) -- isolates DIRECT SGSM contribution'), 'full' ('SGSM ON'), and cells.scaffold.baseline is 'full s","CLOSED. Mechanical part done by the finalize run: manifest re-minted as abl-rel-2026-07-20 over 1297 files, and the pre-rename identifiers are gone (ISM-GSK and ism-gsk: 0 occurrences). The 559 'sgsm' hits are NOT drift -- they are the no_sgsm cell IDs, deliberately retained and now documented in the N-008 alias table. Judgement part (finalize step 4b) done: the X-ABL-02 honesty statement carried a '[25-run-era statement; re-evaluate against the 51-run rerun]' marker. Rather than delete the marker, every figure in the statement was re-checked cell by cell against the 51-run contrasts; all held, so the marker is removed because the re-evaluation is DONE, not assumed. Statement re-dated to abl-rel-2026-07-20 (the overlay cells ran 2026-07-20, not the 2026-07-17 it claimed), figures tightened to the released precision (delta +0.196, mean A12 0.419, polish p = 0.0018/0.0052/0.0017), and a honesty_verification block added naming the four source artifacts. correction_trigger_mapping re-checked and left verbatim: T-1 TRIGGERED (SGSM null) and T-5 NOT triggered (polish significant) both remain correct at 51 runs, and G0 did not trigger.","Verified against the 51-run artifacts: Holm p 0.9827/0.8968/0.6474 (statement says .98/.90/.65); CEC2013 D50 full mean rank 2.0357 best on 12/28 with no_sgsm delta +0.1964 (statement says +0.20, full best); mean A12 0.4190 (statement says 0.42) -- so the claim that the two point estimates DISAGREE IN SIGN is correct, rank favouring SGSM-ON and A12 favouring SGSM-OFF. Manifest integrity re-checked after the edit: 1297 entries, 0 hash mismatches; the manifest is not itself hashed by the evidence release manifest, so no chain is broken. Line endings preserved (LF).",,
M-033,Major,P1,PARTIALLY-FIXED,closed_verified,P8,no,no,trivial,The Markdown and TeX cover letters are not the same submission document.,"Most of the desync is closed. Both formats now carry the current title ('DT-GSK: Dimension-Tiered Adaptive Control and Deterministic Refinement for Gaining-Sharing Knowledge Optimization' at cover_letter.md:4 and cover_letter.tex:43), both carry the pinned GenAI disclosure 'Claude Opus 4.8, Anthropic' (cover_letter.md:26 and cover_letter.tex:59, and in pdftotext of cover_letter.pdf), and both comment headers now say 'contribution scopes C1-C3' (cover_letter.md:11, cover_letter.tex:4) -- the C1-C4 remnant is gone. I normalized both files (stripped markup, comments, dash variants) and diffed sen","CLOSED. cover_letter.md's date was the unfilled placeholder '[submission date - author to fill]' while cover_letter.tex read '25 July 2026'; the Markdown is now set to 25 July 2026. Rather than make one file generate the other (which would fight the two formats' different front matter), the two are cross-checked automatically. papers/scripts/validate_document_consistency.py (new). Exit 0 = clean, 1 = DRIFT (two copies of one fact disagree), 2 = an author-supplied field is still unfilled. The split is deliberate: pooling them would leave the drift gate permanently red on an author action, which is how a gate stops being read. Wired into the attestation gate set with accepted_exit_codes {0,2}, so drift breaks the attestation but author-pending does not, and the pending state is still recorded per gate.","Gate reports title, date, corresponding author, GenAI tool/version and contribution-scope markers all matching across the two formats. Self-tested by injecting date drift, title drift and a GenAI version change (4.8->4.7): all three CAUGHT with exit 1, files restored byte-exact. One extraction bug in the gate itself was found and fixed during this: the TeX capture stopped at the first backslash, so it compared a name against an email and reported a difference that was not there.",,
M-034,Major,P1,ALREADY-FIXED,superseded_with_evidence,closed,no,no,trivial,The ‘first GSK-family variant’ priority claim is not supported by a documented systematic search.,"The flagged sentence is gone. Grepped both cover letters for 'first': the only hits in cover_letter.tex:55 and cover_letter.md:22 are the list ordinal 'First, a deterministic, RNG-free eigenframe final polish...'; the string 'first GSK-family variant' returns zero matches, and `git log -S 'first GSK-family variant' -- papers/cover_letter.tex papers/cover_letter.md` shows it was removed in commit 0d2f291fd (before HEAD 06353caea). pdftotext of the rebuilt papers/cover_letter.pdf confirms the shipped PDF has no priority claim. The surviving 'To our knowledge' now attaches to a measured, panel-sc",none,"Search all files for ‘first’, ‘none’, ‘novel’, and ‘to our knowledge’; map each to an explicit literature-evidence row.",,
N-001,Minor,P2,PARTIALLY-FIXED,closed_verified,P8,no,no,trivial,"The current title is scientifically safer than earlier ISM/high-dimensional titles, but it is noun-heavy and does not explicitly say ‘algorithm’.","Title is now 'DT-GSK: Dimension-Tiered Adaptive Control and Deterministic Refinement for Gaining-Sharing Knowledge Optimization' and is byte-consistent across every manuscript surface I checked: papers/main.tex:90-91 (\Title), papers/supplementary.tex:79, papers/cover_letter.tex:43 and :53, papers/cover_letter.md:4 and :20, rendered papers/DT-GSK.pdf p.1 (pdftotext lines 2-4), and DOCX word/document.xml title paragraph. The reviewer's own acceptable_alternatives column says 'Retain the current title after the body is realigned; it is defensible', so the recommended retitle is optional. HOWEVER",CLOSED. Stale pre-rename paper title replaced in README.md and CITATION.cff with the canonical 'DT-GSK: Dimension-Tiered Adaptive Control and Deterministic Refinement for Gaining-Sharing Knowledge Optimization'. The CITATION notes field still described the method as ISM-GSK; corrected to DT-GSK. The reviewer's alternative title was never delivered and retaining the current one is permitted.,Both files carry the canonical title; no ISM-GSK remains in either.,,
N-002,Minor,P2,ALREADY-FIXED,superseded_with_evidence,closed,no,no,trivial,The keyword set remains ISM-heavy and underrepresents the title’s two supported contributions.,"papers/main.tex:151-163 and papers/supplementary.tex:131-142 carry an identical 10-term keyword list: metaheuristic optimization; gaining-sharing knowledge; dimension-tiered adaptive control; deterministic final refinement; adaptive operator selection; population-size reduction; interaction-structure memory; CEC benchmark suites; nonparametric statistical comparison; reproducibility. Both concepts the ticket said were missing ('dimension-tiered adaptive control', 'deterministic final refinement') are now present and are terms 3 and 4. ISM is reduced to a single trailing term, which the ticket'",None required. Optional only: the reviewer suggested 6-8 terms rather than 10; trimming two terms would tighten it but is not needed to satisfy the stated verification criterion.,Compare keyword strings in all formats and metadata; verify 3–10 terms under current journal instructions.,,
N-003,Minor,P2,STILL-OPEN,closed_verified,P3,no,no,trivial,‘2.48 of 7’ is an awkward representation of a mean rank.,"'2.48 of 7' replaced by the plain mean-rank rendering in main.tex, conclusions.tex and both cover letters; the unweighted-mean explanation retained.","Replace 'X of 7' with 'the best overall descriptive mean rank, 2.48, among seven algorithms' in main.tex:138, conclusions.tex:37, cover_letter.tex:55, cover_letter.md:22; retain the existing unweighted-mean explanation. Then rebuild PDF + DOCX and re-run validate_evidence_bindings.py (2.48 is a bound value).","Check abstract, conclusion, cover letter, and figure captions for the revised phrasing.",,2026-07-18
N-004,Minor,P2,PARTIALLY-FIXED,closed_verified,P8,no,no,trivial,The fixed-midrank bootstrap outputs are called ‘confidence intervals’ even though the paper correctly says they are descriptive rank-stability intervals.,"The descriptive framing is in place but the rename is NOT. Done: the supplement subsection heading is now 'Descriptive Bootstrap Rank-Stability Intervals on the CEC2017 Friedman Mean Ranks' (supplementary.tex:455), and two explicit disclaimers exist (supplementary.tex:465-469 'they are descriptive rank-stability intervals ... and not inferential rank-uncertainty (confidence) intervals'; performance.tex:222-227 same). NOT done — 'confidence interval' remains attached to Table A15 in four places, including the caption the ticket names: supplementary.tex:458 ('(BCa) bootstrap confidence intervals","CLOSED. Bootstrap outputs renamed to descriptive rank-stability intervals at all five loci (supplementary.tex x3, main.tex S2 description, performance.tex 'BCa CIs'). The paper already explained they resample fixed midranks rather than re-ranking, so 'confidence interval' asserted the inferential reading it disclaims two sentences later. No CI abbreviation entry exists, so nothing to reconcile.","grep confirms 0 remaining 'bootstrap confidence interval' / 'BCa CIs' across main.tex, supplementary.tex and sections/.",,
N-005,Minor,P2,PARTIALLY-FIXED,closed_verified,P8,no,no,small,The fixed absolute 10^-8 win/tie/loss band is coarse across functions with very different scales.,"The prespecified rule and its caveat are intact and honest — performance.tex:187-193 states the 10^-8 tie rule and adds 'This single absolute band is a coarse convention across functions of very different scales, so the win/tie/loss tallies are a descriptive companion only; the inferential Wilcoxon and Friedman tests are rank-based and hence invariant to per-function scale, so the band affects no significance decision.' The reviewer's exact_evidence explicitly acknowledges this caveat already existed, so it does not discharge the ticket. NEITHER remediation arm is present: (a) no relative/log-","CLOSED via the ticket's first option (supplement sensitivity tally, no reruns). Recomputed CEC2017 win/tie/loss from the frozen per-function means under a relative tie band (|a-b| <= rho*max(|a|,|b|), retaining the 1e-8 floor) at rho = 1% and 5%. RESULT: exactly two cells change direction, both eGSK at the upper tiers -- D50 13-0-16 -> 12-7-10 and D100 12-0-17 -> 12-5-12 at rho=5%. No other comparator changes at either threshold. Reported in the supplement with the honest reading: those are precisely the cells whose Holm tests are NOT significant (p_Holm 1.0 and 0.795), so the sensitivity argues for reading them as ties in BOTH directions rather than as evidence for DT-GSK. Every Holm decision, Friedman rank and significance is computed from the tests and is unaffected by the tie band, which enters only the descriptive counts.","Computed from descriptive_stats_cec2017_D*.csv; no optimizer runs. Supplement rebuilt, 0 undefined references, build-hygiene exit 0.",,
N-006,Minor,P2,STILL-OPEN,closed_verified,P3,no,no,trivial,The statement that CEC2017 F2 was ‘withdrawn from the definitions’ is stronger than necessary and potentially contentious.,F2 exclusion restated as 'excluded under the adopted CEC2017 protocol because of documented instability and difficult-to-reproduce behavior'; the 'withdrawn from the CEC2017 definitions' claim dropped.,"Rewrite performance.tex:48-49 to 'F2 was excluded under the adopted CEC2017 protocol because of documented instability/reproducibility concerns' with the awad2016problem citation attached, dropping the 'withdrawn from the CEC2017 definitions' characterization. Rebuild PDF + DOCX.",Verify against the official problem-definition/evaluation document.,,2026-07-18
N-007,Minor,P2,STILL-OPEN,closed_verified,P3,no,no,trivial,‘Real-world suite’ should be consistently qualified as a benchmark suite.,"CEC2011 qualified as the 'real-world optimization benchmark suite' at first mention in the introduction, performance section and supplement.","Use 'CEC2011 real-world optimization benchmark suite' at first mention in the abstract (if introduced there), introduction.tex:121, performance.tex:13, and supplementary.tex:169; short-form 'CEC2011' thereafter. Rebuild PDF + DOCX.",Terminology sweep.,,2026-07-18
N-008,Minor,P2,STILL-OPEN,closed_verified,P5,no,no,small,Legacy SGSM/ISM-GSK identifiers are not governed by a single alias map.,"No alias table exists anywhere. grep -i 'alias' across papers/supplementary.tex and papers/sections/ returns zero hits; grep -i 'legacy' across papers/supplementary.tex, papers/sections/, papers/main.tex returns zero hits. The legacy identifiers the ticket names are all still live in the tree: configs/_ablation/overlay_no_sgsm.yml, overlay_no_sgsm_cec2011.yml, overlay_no_sgsm_cec2017.yml, configs/_ablation/_51run/overlay_no_sgsm_51.yml and overlay_no_sgsm_cec2017_51.yml; the evidence path benchmarks/cec_reference_results/_ablation/overlay/no_sgsm; the analysis artifacts papers/analysis/ablatio","CLOSED. Supplement S5 gains 'Legacy Identifiers' (tab:aliases) mapping DT-GSK <- ISM-GSK, dt-gsk <- ism-gsk, ISM <- SGSM, _dt_core.py <- _ism_core.py, and the no_sgsm overlay cell ID, each with the scope and where the legacy form still persists. States plainly that only identifiers changed and no algorithm, configuration value or result is affected.",Renders in the rebuilt supplement; 0 undefined references.,,
N-009,Minor,P2,STILL-OPEN,closed_verified,P6,no,yes,medium,"The rendered bibliography is generally well formed, but the supporting citation inventory/freeze artifacts are stale.","Both halves of the staleness are confirmed live. (1) FREEZE HASHES: `python -X utf8 papers/scripts/check_manifest.py` exits nonzero and reports '1/12 match', with 11 files changed vs main_manuscript_freeze_manifest.json: main.tex, all five section .tex files, DT-GSK.pdf, DT-GSK.docx, claims_evidence_matrix.csv, citation_usage_map.csv, artifact_binding.csv. papers/governance/_pending_refreeze.json itself records an EXPECTED-failure state at 3/12 with 9 drifted files, so drift has grown by two files since that snapshot was written. (2) CITATION-USAGE MAP: I re-derived every \cite key from papers","Split by disposition: (1) citation_usage_map.csv REGENERATED and current (audit_manuscript.py; deterministic, cite_key_failures_in_build=0, 117 rows) -- DONE. (2) novelty/limitation claims re-verified against cited sources through the remediation campaign -- DONE. (3) byte-surgical refreeze of main_manuscript_freeze_manifest.json (11 drifted files; CRLF + 2-space, edit in place) -- GATED on C-008 (terminal freeze step). (4) access date/version for the three CEC benchmark techreports (awad2016problem, das2011cec2011, liang2013cec2013) -- AUTHOR-PENDING: an access date is author download knowledge, references.bib carries zero urldate fields (house style), and no source URL/version is recorded anywhere in the repo; the entries are already valid @techreport records (title/author/institution/year). Author elected not to add fabricated dates (2026-07-20).","Tooling-doable halves verified: citation map deterministic and current (md5-stable on re-run), 0 cite-key failures, build-hygiene 0, cross-format parity 0 FAIL. Remaining halves are the C-008 freeze (terminal) and author-supplied benchmark access dates; neither is resolvable by tooling without fabrication. -- DONE 2026-07-21: freeze-half landed via C-008 (check_manifest 15/15, _pending_refreeze CLOSED); benchmark access-dates author-resolved (author elected not to add fabricated dates, 2026-07-20). Both limbs resolved.",,2026-07-21
N-010,Minor,P2,PARTIALLY-FIXED,closed_verified,P8,no,no,small,Several ‘figures’ are visually and semantically tables rendered as graphics.,"The reviewer's minimum acceptable bar is MET; the primary correction is not. Confirmed met: all four flagged exhibits are genuine LaTeX tabular environments (not raster graphics) — related_work.tex:243-265 (fig:taxonomy, 5-column tabular), proposed_algorithm.tex:132-160 (fig:architecture, 4-column tabular), :224-251 (fig:dim-gating, 6-column tabular), :526-547 (fig:sgsm-mechanism, 3-column tabular) — so PDF text is selectable vector text. In the DOCX I counted 15 <w:tbl> elements and only 7 <w:drawing> elements, and the seven drawings are exactly the two flowcharts plus five quantitative plots","CLOSED. All four exhibits converted from figure floats to table floats with the caption moved above the body per table convention, and labels renamed fig:->tab: so the label states what the float is: tab:taxonomy (related_work.tex), tab:architecture / tab:dim-gating / tab:sgsm-mechanism (proposed_algorithm.tex). Five prose references updated to 'Table~\ref{...}'. Cascade: 40 label references updated across 6 registries (method_artifacts_report, paragraph_evidence_audit, evidence_binding_verification, artifact_binding, diagram_word_plan) plus PAPER_REVIEW_PROMPT and SUBMISSION_IMPLEMENTATION_PLAN. Deliberately NOT rewritten: main_pandoc.tex (generated by build_docx.py, regenerates), main_manuscript_freeze_manifest.json (byte-locked; its text is a historical change record), phase_10/review_R6_domain.md (historical record of what the reviewer saw). SIDE EFFECT WORTH NOTING: build_docx.py's _rebuild_collapsed_authored_tables existed solely because pandoc collapses a figure-wrapped tabular into a 1x1 cell; with real table floats pandoc emits them natively, so ~100 lines of repair machinery are now obsolete. Its hard assertion (expected exactly 4 FigureTable grids) failed the build and was relaxed to accept 0 as the expected post-N-010 state while still erroring on a partial count, so a regression back to figure floats is still caught.","Rendered PDF confirms all four now carry 'Table' numbering. Section float counts 11 figures -> 7, 8 tables -> 12. build_pdf 0 unresolved references and 0 float-too-large; build-hygiene exit 0; validate_docx exit 0 on both documents (main DOCX tables_native 6 -> 2, confirming the recovery path is genuinely unused); validate_cross_format_parity exit 0 with 551 rows, 0 FAIL.",,
N-011,Minor,P2,STILL-OPEN,closed_verified,P8,no,no,medium,The complete convergence grids are too small for comfortable reading at normal page size.,"I measured the rendered glyph sizes in papers/supplementary.pdf with PyMuPDF rather than trusting the description, and the legibility problem is objectively confirmed on exactly the pages the ticket names. Supplement pp.19-30 and pp.32-37 each render 400-750 characters below 7.9 pt, with the dominant grid text at 5.9 pt and 6.5 pt and axis/offset runs down to 3.7 pt and 4.1 pt. This persists DESPITE commit 74ec24410 (2026-07-14, ED-03) having already bumped the matplotlib sizes (title 9->11, ticks 7->9, axis 8->10, notes 5.5->7, legend 7.5->9) — the shrinkage comes from the supplement embeddin","CLOSED via option (a), sizing exhibits to the box they are placed in. Two compounding causes, neither of which was the font sizes (which is why the earlier ED-03 bump had no effect -- the shrink happens at placement, after fonts are set). (1) The grids were 8.4 x 12.6 in against a 6.165 x 8.267 in box, so LaTeX scaled them 0.656. (2) Even after resizing, save_figure passed bbox_inches='tight', which RE-CROPS on save: a figure declared 6.165 in wide was written 7.364 in wide, so the placement scale was 0.837 rather than 1.0. Sizing a figure to its box is futile while the save step silently resizes it. Fixes: CEC2017 supplement grids 5x2 -> 4x2 at (6.165, 7.4) with sub-grids a/b/c -> a/b/c/d (F1,F3-F9 / F10-F17 / F18-F25 / F26-F30), 12 -> 16 supplement grid pages, captions rebuilt from one template so ranges cannot drift; CEC2013 and CEC2011 grids sized to the box with grouping unchanged (no supplement rewiring); main-text 2x2 grids sized likewise; rank charts switched from savefig.bbox 'tight' to 'standard' and sized to the block; save_figure gained exact_size to make figsize authoritative.","Measured in the rendered PDFs with PyMuPDF, not assumed. Placement scale now exactly 1.000 for the convergence grids and rank charts (was 0.656 / 0.837 / 0.916). Supplement pages carrying >=200 characters below 7.9 pt: 18 at baseline -> 1; main text 4 -> 2. The convergence grids -- this ticket's stated target -- are fully cleared in both documents. REMAINING, SAME CLASS BUT DIFFERENT EXHIBITS (not in this ticket's scope, logged for a follow-up): supplement p16 rank chart still has 223 chars below 7.9 pt (now at scale 1.0, so these are genuine source font sizes, not shrinkage); main-text p12 TikZ flowchart (819 chars, smallest 5.1 pt) and p26 Nemenyi plots (742 chars, smallest 4.2 pt) have their own generators. Gates after the change: build-hygiene 0, provenance 0, doc-consistency 2 (author field pending), 0 float-too-large.",,
N-012,Minor,P2,NEEDS-DECISION,superseded_with_evidence,P8,no,no,small,The paper repeats the same Friedman ranks in several visual forms.,"A dedup pass already ran and the reviewer saw its output. Commit 74ec24410 (2026-07-14, ED-04) cut 8 CEC2017 rank exhibits to 3: kept Table 7 plus per-dimension grouped bars (fig:cec2017-ranks), consolidated four separate Nemenyi CD figures into one 2x2 grid (fig:cd-cec2017), and relocated the overall-aggregate bars and rank-vs-dim trend to the supplement. The current tree matches that exactly: main has Table 7, Figure 7 (performance.tex:321-327, cec2017_mean_ranks.pdf), Figure 8 (performance.tex:424-437, nemenyi_cd_cec2017_grid.pdf); supplement has fig:supp-overall-ranks and fig:supp-rank-tre","DECLINED, with rationale recorded -- the ticket states this is a defensible response. The three rank views answer different questions and are not redundant: the mean-rank bars give the ordering and its magnitude, the Nemenyi CD grid answers whether any pair is separable (the paper's central negative finding about eGSK depends on it), and the per-dimension table carries the values the text cites. Dropping fig:cec2017-ranks would remove the only visual of rank magnitude; dropping the CD view would remove the evidence for the non-separability claim. The supplement's own redundancy note already flags the overlap for readers.","No change made. Recorded as a judgement call, not an oversight.",,
